constituent_id,constituent_name,constituent_type,preferred_class_year,city,state,email,gift_id,gift_date,gift_amount,gift_type,campaign,designation,gift_officer
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000596,2025-05-25,3194.71,Cash,Scholarships,Designation 05,Officer F
C01266,Jordan Carter,Organization,1989.0,New York,NY,jordan.carterc01266@example.org,G000597,2025-10-13,905.42,Cash,Scholarships,Designation 03,Officer H
C02943,Casey Irwin,Organization,2016.0,Atlanta,WA,casey.irwinc02943@example.org,G000598,2024-08-23,226.1,Pledge Payment,Research,Designation 02,Officer H
C00353,Cameron Green,Friend,1987.0,Miami,CO,cameron.greenc00353@example.org,G000599,2021-07-17,404.02,Cash,Student Success,Designation 03,Officer H
C02047,Morgan Green,Alumnus,2025.0,New York,IL,morgan.greenc02047@example.org,G000600,2025-11-27,2643.32,Cash,Scholarships,Designation 07,Officer E
C02966,Riley Jones,Alumnus,2002.0,Denver,WA,riley.jonesc02966@example.org,G000601,2022-04-28,17.36,Cash,Health Sciences,Designation 08,Officer H
C01555,Skyler Brooks,Friend,1956.0,Dallas,MA,skyler.brooksc01555@example.org,G000602,2023-10-16,3828.12,Cash,Annual Fund,Designation 02,Officer E
C04119,Reese Jones,Alumnus,1976.0,Dallas,NY,reese.jonesc04119@example.org,G000603,2022-05-16,663.19,Cash,Capital Renewal,Designation 15,Officer G
C02018,Casey Brooks,Alumnus,1991.0,Dallas,FL,casey.brooksc02018@example.org,G000604,2023-08-25,283.58,Pledge Payment,Capital Renewal,Designation 02,Officer B
C00803,Cameron Adams,Alumnus,1955.0,Chicago,GA,cameron.adamsc00803@example.org,G000605,2025-03-31,480.32,Cash,Library,Designation 12,Officer F
C01151,Morgan Green,Parent,1962.0,Boston,WA,morgan.greenc01151@example.org,G000606,2023-01-01,659.96,Cash,Health Sciences,Designation 10,Officer E
C01384,Skyler Hayes,Alumnus,2002.0,Miami,TX,skyler.hayesc01384@example.org,G000607,2025-11-15,480.31,Cash,Annual Fund,Designation 14,Officer F
C00500,Quinn Hayes,Alumnus,1976.0,Boston,NY,quinn.hayesc00500@example.org,G000608,2025-06-14,1602.59,Cash,Research,Designation 14,Officer F
C01543,Cameron Irwin,Alumnus,1973.0,Dallas,NY,cameron.irwinc01543@example.org,G000609,2023-08-17,97.38,Cash,Health Sciences,Designation 04,Officer A
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G000610,2025-02-24,399.53,Cash,Scholarships,Designation 06,Officer C
C01246,Taylor Jones,Parent,1960.0,Seattle,NY,taylor.jonesc01246@example.org,G000611,2025-03-04,2614.18,Cash,Library,Designation 15,Officer F
C04164,Skyler Adams,Alumnus,2000.0,Denver,NY,skyler.adamsc04164@example.org,G000612,2022-08-21,263.33,Cash,Research,Designation 10,Officer E
C04572,Avery Hayes,Alumnus,1956.0,Dallas,MA,avery.hayesc04572@example.org,G000613,2022-12-26,1753.65,Cash,Student Success,Designation 06,Officer A
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000614,2026-03-01,891.87,Cash,Student Success,Designation 08,Officer F
C01036,Taylor Brooks,Parent,1960.0,Denver,TX,taylor.brooksc01036@example.org,G000615,2022-04-19,3887.21,Pledge Payment,Arts,Designation 09,Officer C
C00139,Jordan Jones,Alumnus,2020.0,Atlanta,NY,jordan.jonesc00139@example.org,G000616,2025-03-02,1758.45,Cash,Unrestricted,Designation 09,Officer D
C03542,Jordan Foster,Alumnus,1983.0,Seattle,NY,jordan.fosterc03542@example.org,G000617,2021-12-04,1879.27,Matching Gift,Student Success,Designation 02,Officer H
C00485,Riley Carter,Friend,1961.0,Dallas,IL,riley.carterc00485@example.org,G000618,2023-05-27,1047.91,Cash,Research,Designation 08,Officer H
C02177,Jordan Diaz,Parent,2012.0,Chicago,IL,jordan.diazc02177@example.org,G000619,2022-11-26,207.61,Cash,Arts,Designation 08,Officer C
C03593,Riley Carter,Alumnus,1967.0,Denver,TX,riley.carterc03593@example.org,G000620,2024-01-29,371.31,Pledge Payment,Library,Designation 11,Officer H
C04119,Reese Jones,Alumnus,1976.0,Dallas,NY,reese.jonesc04119@example.org,G000621,2023-06-12,259.24,Cash,Arts,Designation 04,Officer E
C01670,Cameron Green,Alumnus,1964.0,Chicago,CO,cameron.greenc01670@example.org,G000622,2025-11-27,156.99,Cash,Arts,Designation 01,Officer B
C02177,Jordan Diaz,Parent,2012.0,Chicago,IL,jordan.diazc02177@example.org,G000623,2024-10-28,321.24,Cash,Arts,Designation 11,Officer B
C02551,Avery Carter,Friend,2005.0,Denver,MA,avery.carterc02551@example.org,G000624,2022-08-09,544.41,Pledge Payment,Unrestricted,Designation 14,Officer D
C03319,Skyler Irwin,Alumnus,1980.0,Chicago,TX,skyler.irwinc03319@example.org,G000625,2026-03-16,882.7,Pledge Payment,Capital Renewal,Designation 04,Officer G
C01149,Taylor Green,Alumnus,1997.0,Seattle,MA,taylor.greenc01149@example.org,G000626,2021-11-13,653.34,Cash,Library,Designation 07,Officer A
C04108,Cameron Jones,Alumnus,1969.0,Miami,CO,cameron.jonesc04108@example.org,G000627,2026-02-08,1327.35,Cash,Athletics,Designation 06,Officer G
C03928,Taylor Brooks,Friend,1986.0,Seattle,TX,taylor.brooksc03928@example.org,G000628,2025-03-07,369.45,Cash,Research,Designation 01,Officer A
C02100,Avery Irwin,Alumnus,1993.0,Denver,MA,avery.irwinc02100@example.org,G000629,2023-05-08,430.15,Pledge Payment,Arts,Designation 15,Officer D
C00935,Avery Ellis,Friend,2001.0,Dallas,WA,avery.ellisc00935@example.org,G000630,2024-11-26,653.97,Pledge Payment,Scholarships,Designation 12,Officer E
C00327,Avery Brooks,Friend,1970.0,Denver,MA,avery.brooksc00327@example.org,G000631,2024-06-27,378.87,Cash,Research,Designation 02,Officer B
C04903,Jordan Foster,Alumnus,1992.0,Miami,TX,jordan.fosterc04903@example.org,G000632,2023-06-19,311.88,Stock,Health Sciences,Designation 11,Officer C
C00598,Reese Hayes,Alumnus,1991.0,Denver,FL,reese.hayesc00598@example.org,G000633,2024-12-20,328.27,Cash,Scholarships,Designation 12,Officer C
C03514,Taylor Diaz,Alumnus,1967.0,Dallas,GA,taylor.diazc03514@example.org,G000634,2023-11-19,202.81,Cash,Arts,Designation 07,Officer E
C04720,Reese Irwin,Parent,1970.0,Chicago,CO,reese.irwinc04720@example.org,G000635,2026-05-03,1202.93,Pledge Payment,Arts,Designation 01,Officer B
C01670,Cameron Green,Alumnus,1964.0,Chicago,CO,cameron.greenc01670@example.org,G000636,2023-10-27,2836.02,Cash,Athletics,Designation 09,Officer A
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G000637,2025-01-30,506.03,Cash,Student Success,Designation 12,Officer F
C00887,Reese Jones,Parent,1972.0,Dallas,NY,reese.jonesc00887@example.org,G000638,2025-06-11,316.74,Pledge Payment,Athletics,Designation 07,Officer C
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000639,2024-05-01,355.65,Cash,Unrestricted,Designation 14,Officer B
C00696,Skyler Irwin,Alumnus,2003.0,Miami,MA,skyler.irwinc00696@example.org,G000640,2022-01-14,284.11,Cash,Capital Renewal,Designation 12,Officer H
C02199,Skyler Jones,Alumnus,1955.0,Denver,WA,skyler.jonesc02199@example.org,G000641,2024-05-02,613.35,Cash,Health Sciences,Designation 06,Officer A
C04616,Reese Green,Friend,1957.0,New York,IL,reese.greenc04616@example.org,G000642,2023-05-30,537.33,Pledge Payment,Research,Designation 15,Officer G
C04773,Morgan Ellis,Alumnus,1983.0,Atlanta,CO,morgan.ellisc04773@example.org,G000643,2023-03-19,1276.31,Pledge Payment,Arts,Designation 01,Officer G
C03483,Quinn Green,Organization,1966.0,New York,IL,quinn.greenc03483@example.org,G000644,2021-09-07,95.78,Cash,Capital Renewal,Designation 06,Officer B
C01358,Morgan Adams,Friend,1980.0,Denver,CO,morgan.adamsc01358@example.org,G000645,2024-09-16,579.78,Matching Gift,Capital Renewal,Designation 02,Officer H
C04290,Avery Jones,Friend,1990.0,New York,CO,avery.jonesc04290@example.org,G000646,2024-05-19,675.76,Cash,Arts,Designation 04,Officer F
C03721,Skyler Adams,Alumnus,2022.0,Seattle,TX,skyler.adamsc03721@example.org,G000647,2021-07-07,115.53,Stock,Capital Renewal,Designation 13,Officer A
C02797,Quinn Carter,Alumnus,1956.0,Miami,CO,quinn.carterc02797@example.org,G000648,2025-08-22,32.2,Cash,Capital Renewal,Designation 10,Officer G
C02078,Riley Brooks,Alumnus,2008.0,Chicago,NY,riley.brooksc02078@example.org,G000649,2021-11-07,55.03,Cash,Annual Fund,Designation 12,Officer C
C04698,Jordan Carter,Parent,1993.0,Dallas,WA,jordan.carterc04698@example.org,G000650,2022-10-20,1326.19,Cash,Athletics,Designation 06,Officer G
C04499,Jordan Carter,Alumnus,2013.0,New York,WA,jordan.carterc04499@example.org,G000651,2023-02-03,419.67,Stock,Athletics,Designation 03,Officer B
C00621,Avery Irwin,Parent,2019.0,Miami,WA,avery.irwinc00621@example.org,G000652,2023-05-27,1366.87,Pledge Payment,Unrestricted,Designation 07,Officer H
C04850,Casey Jones,Alumnus,1979.0,Chicago,FL,casey.jonesc04850@example.org,G000653,2024-10-21,226.65,Cash,Scholarships,Designation 02,Officer F
C04421,Cameron Irwin,Alumnus,1996.0,New York,IL,cameron.irwinc04421@example.org,G000654,2024-10-30,236.02,Cash,Capital Renewal,Designation 09,Officer C
C02601,Morgan Jones,Organization,2009.0,Seattle,WA,morgan.jonesc02601@example.org,G000655,2025-05-08,80.3,Cash,Athletics,Designation 09,Officer A
C04554,Avery Jones,Alumnus,1964.0,Denver,TX,avery.jonesc04554@example.org,G000656,2023-11-16,993.02,Cash,Unrestricted,Designation 04,Officer B
C01215,Jordan Hayes,Friend,1978.0,Dallas,TX,jordan.hayesc01215@example.org,G000657,2023-12-05,73.98,Cash,Scholarships,Designation 05,Officer B
C00063,Jordan Green,Friend,1978.0,New York,NY,jordan.greenc00063@example.org,G000658,2024-01-14,95.97,Cash,Health Sciences,Designation 01,Officer D
C02345,Jordan Foster,Alumnus,2005.0,Seattle,WA,jordan.fosterc02345@example.org,G000659,2024-12-16,819.17,Pledge Payment,Arts,Designation 05,Officer F
C00835,Skyler Hayes,Alumnus,1971.0,Chicago,FL,skyler.hayesc00835@example.org,G000660,2024-05-13,3234.63,Cash,Student Success,Designation 06,Officer A
C02177,Jordan Diaz,Parent,2012.0,Chicago,IL,jordan.diazc02177@example.org,G000661,2021-11-03,161.32,Cash,Library,Designation 10,Officer A
C00562,Cameron Diaz,Alumnus,1974.0,Chicago,CO,cameron.diazc00562@example.org,G000662,2022-09-20,690.83,Cash,Unrestricted,Designation 02,Officer D
C00873,Taylor Ellis,Alumnus,2013.0,Denver,IL,taylor.ellisc00873@example.org,G000663,2022-10-17,66.52,Cash,Arts,Designation 07,Officer H
C01968,Reese Irwin,Parent,2003.0,Miami,WA,reese.irwinc01968@example.org,G000664,2024-06-07,3061.19,Cash,Unrestricted,Designation 12,Officer G
C02090,Morgan Brooks,Parent,1956.0,New York,TX,morgan.brooksc02090@example.org,G000665,2024-10-31,307.52,Stock,Annual Fund,Designation 10,Officer B
C03601,Jordan Jones,Alumnus,2011.0,Denver,TX,jordan.jonesc03601@example.org,G000666,2022-09-28,41.39,Cash,Arts,Designation 03,Officer G
C00887,Reese Jones,Parent,1972.0,Dallas,NY,reese.jonesc00887@example.org,G000667,2024-06-02,615.84,Cash,Arts,Designation 02,Officer A
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000668,2024-03-16,1383.09,Cash,Capital Renewal,Designation 15,Officer B
C02737,Skyler Green,Alumnus,2019.0,Boston,MA,skyler.greenc02737@example.org,G000669,2025-09-08,497.7,Cash,Student Success,Designation 01,Officer D
C02827,Casey Foster,Organization,1971.0,Atlanta,GA,casey.fosterc02827@example.org,G000670,2024-03-20,339.56,Cash,Health Sciences,Designation 15,Officer C
C04585,Jordan Irwin,Alumnus,2021.0,Seattle,WA,jordan.irwinc04585@example.org,G000671,2025-09-06,199.47,Cash,Health Sciences,Designation 04,Officer E
C01622,Jordan Ellis,Alumnus,1980.0,Chicago,IL,jordan.ellisc01622@example.org,G000672,2024-02-08,341.35,Cash,Athletics,Designation 14,Officer C
C02984,Casey Jones,Alumnus,1960.0,New York,NY,casey.jonesc02984@example.org,G000673,2025-12-31,514.38,Cash,Health Sciences,Designation 07,Officer H
C02925,Cameron Hayes,Alumnus,2018.0,Seattle,GA,cameron.hayesc02925@example.org,G000674,2026-05-14,1424.73,Cash,Library,Designation 14,Officer A
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000675,2025-01-13,562.03,Pledge Payment,Health Sciences,Designation 02,Officer E
C03889,Casey Diaz,Alumnus,1965.0,Atlanta,FL,casey.diazc03889@example.org,G000676,2024-12-23,1350.5,Cash,Library,Designation 02,Officer F
C03496,Casey Irwin,Alumnus,1989.0,Miami,IL,casey.irwinc03496@example.org,G000677,2024-11-24,1119.05,Cash,Student Success,Designation 09,Officer C
C00210,Morgan Green,Alumnus,2019.0,Atlanta,WA,morgan.greenc00210@example.org,G000678,2023-08-01,756.76,Cash,Library,Designation 04,Officer C
C01935,Morgan Ellis,Alumnus,1971.0,Boston,GA,morgan.ellisc01935@example.org,G000679,2024-07-15,864.9,Cash,Capital Renewal,Designation 10,Officer H
C00233,Avery Green,Alumnus,2002.0,Boston,FL,avery.greenc00233@example.org,G000680,2022-07-09,407.45,Cash,Athletics,Designation 07,Officer B
C00725,Cameron Carter,Alumnus,1977.0,Dallas,TX,cameron.carterc00725@example.org,G000681,2026-05-18,1386.96,Matching Gift,Scholarships,Designation 05,Officer F
C01511,Jordan Green,Alumnus,2025.0,Chicago,TX,jordan.greenc01511@example.org,G000682,2025-05-09,149.4,Cash,Library,Designation 12,Officer B
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000683,2022-12-20,53.03,Cash,Unrestricted,Designation 14,Officer G
C02431,Cameron Diaz,Friend,1963.0,Boston,TX,cameron.diazc02431@example.org,G000684,2024-04-15,109.36,Cash,Capital Renewal,Designation 05,Officer A
C01767,Avery Irwin,Alumnus,2004.0,Denver,TX,avery.irwinc01767@example.org,G000685,2021-11-28,1311.19,Pledge Payment,Library,Designation 05,Officer D
C01555,Skyler Brooks,Friend,1956.0,Dallas,MA,skyler.brooksc01555@example.org,G000686,2022-05-04,571.27,Pledge Payment,Health Sciences,Designation 08,Officer B
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000687,2025-12-18,1028.86,Stock,Athletics,Designation 10,Officer G
C01350,Reese Irwin,Alumnus,2007.0,Boston,NY,reese.irwinc01350@example.org,G000688,2025-02-04,33.62,Pledge Payment,Research,Designation 12,Officer G
C03601,Jordan Jones,Alumnus,2011.0,Denver,TX,jordan.jonesc03601@example.org,G000689,2022-06-06,2388.24,Cash,Annual Fund,Designation 07,Officer G
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000690,2025-08-26,479.53,Pledge Payment,Athletics,Designation 04,Officer D
C01004,Cameron Green,Alumnus,1965.0,New York,MA,cameron.greenc01004@example.org,G000691,2024-11-11,241.53,Pledge Payment,Athletics,Designation 13,Officer C
C01451,Riley Green,Friend,1971.0,Dallas,FL,riley.greenc01451@example.org,G000692,2022-11-28,623.17,Cash,Annual Fund,Designation 01,Officer B
C02061,Casey Foster,Alumnus,1967.0,Atlanta,TX,casey.fosterc02061@example.org,G000693,2022-05-31,1573.88,Cash,Capital Renewal,Designation 13,Officer G
C00563,Avery Green,Parent,1989.0,Chicago,NY,avery.greenc00563@example.org,G000694,2024-08-05,2578.25,Cash,Athletics,Designation 07,Officer C
C03941,Casey Jones,Alumnus,1996.0,Chicago,WA,casey.jonesc03941@example.org,G000695,2022-05-19,1668.41,Cash,Student Success,Designation 04,Officer E
C00834,Reese Foster,Alumnus,2016.0,Boston,WA,reese.fosterc00834@example.org,G000696,2022-10-26,1491.24,Cash,Athletics,Designation 08,Officer E
C01239,Morgan Foster,Parent,1987.0,Denver,MA,morgan.fosterc01239@example.org,G000697,2024-06-22,118.82,Cash,Scholarships,Designation 03,Officer F
C03330,Cameron Foster,Parent,2019.0,New York,TX,cameron.fosterc03330@example.org,G000698,2021-11-23,2702.14,Cash,Capital Renewal,Designation 15,Officer G
C02342,Jordan Foster,Friend,1969.0,Dallas,IL,jordan.fosterc02342@example.org,G000699,2023-07-08,602.95,Pledge Payment,Research,Designation 03,Officer D
C02397,Quinn Green,Alumnus,2015.0,Boston,TX,quinn.greenc02397@example.org,G000700,2022-07-20,32.72,Cash,Scholarships,Designation 02,Officer D
C03601,Jordan Jones,Alumnus,2011.0,Denver,TX,jordan.jonesc03601@example.org,G000701,2022-10-02,41.5,Cash,Capital Renewal,Designation 14,Officer G
C02011,Quinn Foster,Parent,1959.0,Chicago,NY,quinn.fosterc02011@example.org,G000702,2024-07-24,107.53,Pledge Payment,Capital Renewal,Designation 01,Officer A
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000703,2021-09-26,1304.51,Cash,Unrestricted,Designation 06,Officer D
C00782,Avery Ellis,Alumnus,1980.0,Atlanta,IL,avery.ellisc00782@example.org,G000704,2025-09-23,311.79,Pledge Payment,Arts,Designation 04,Officer D
C02508,Avery Ellis,Alumnus,2022.0,Chicago,GA,avery.ellisc02508@example.org,G000705,2022-03-01,817.32,Cash,Athletics,Designation 07,Officer H
C01358,Morgan Adams,Friend,1980.0,Denver,CO,morgan.adamsc01358@example.org,G000706,2022-03-01,1496.02,Cash,Annual Fund,Designation 12,Officer H
C04108,Cameron Jones,Alumnus,1969.0,Miami,CO,cameron.jonesc04108@example.org,G000707,2022-07-14,949.01,Cash,Student Success,Designation 01,Officer B
C01914,Morgan Jones,Alumnus,1955.0,Dallas,NY,morgan.jonesc01914@example.org,G000708,2024-12-13,30.67,Cash,Arts,Designation 10,Officer B
C00488,Avery Irwin,Alumnus,2018.0,Denver,FL,avery.irwinc00488@example.org,G000709,2025-08-08,2258.29,Pledge Payment,Health Sciences,Designation 12,Officer B
C00903,Morgan Hayes,Alumnus,1963.0,New York,MA,morgan.hayesc00903@example.org,G000710,2022-09-02,467.77,Cash,Research,Designation 13,Officer E
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000711,2021-10-17,3311.31,Cash,Unrestricted,Designation 04,Officer H
C03488,Casey Diaz,Alumnus,2007.0,New York,WA,casey.diazc03488@example.org,G000712,2022-01-10,2436.44,Cash,Research,Designation 08,Officer D
C00528,Taylor Foster,Alumnus,2003.0,Denver,MA,taylor.fosterc00528@example.org,G000713,2022-11-17,103.95,Cash,Scholarships,Designation 11,Officer H
C02499,Morgan Ellis,Alumnus,2008.0,New York,TX,morgan.ellisc02499@example.org,G000714,2025-01-20,519.63,Cash,Annual Fund,Designation 15,Officer C
C00306,Casey Carter,Alumnus,2013.0,Dallas,MA,casey.carterc00306@example.org,G000715,2022-02-09,476.51,Cash,Library,Designation 02,Officer H
C03199,Jordan Hayes,Friend,2025.0,Seattle,NY,jordan.hayesc03199@example.org,G000716,2023-01-25,41.38,Cash,Student Success,Designation 12,Officer H
C02854,Avery Brooks,Alumnus,1975.0,Miami,GA,avery.brooksc02854@example.org,G000717,2024-10-06,1248.49,Stock,Capital Renewal,Designation 04,Officer H
C00498,Morgan Ellis,Alumnus,2023.0,Chicago,WA,morgan.ellisc00498@example.org,G000718,2021-10-31,176.95,Matching Gift,Capital Renewal,Designation 06,Officer G
C02430,Taylor Brooks,Alumnus,1991.0,Dallas,MA,taylor.brooksc02430@example.org,G000719,2023-08-12,199.08,Cash,Annual Fund,Designation 10,Officer C
C03576,Skyler Foster,Alumnus,1969.0,Chicago,FL,skyler.fosterc03576@example.org,G000720,2023-11-18,36.19,Cash,Health Sciences,Designation 05,Officer E
C04297,Jordan Adams,Parent,2022.0,Chicago,NY,jordan.adamsc04297@example.org,G000721,2024-12-20,5816.25,Cash,Arts,Designation 06,Officer C
C02945,Morgan Brooks,Organization,1987.0,Dallas,TX,morgan.brooksc02945@example.org,G000722,2022-02-18,1593.31,Cash,Unrestricted,Designation 08,Officer C
C04172,Taylor Foster,Parent,2010.0,Atlanta,CO,taylor.fosterc04172@example.org,G000723,2024-09-21,396.85,Cash,Health Sciences,Designation 05,Officer E
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000724,2025-09-11,4746.81,Cash,Research,Designation 07,Officer G
C03222,Avery Green,Alumnus,1963.0,Miami,TX,avery.greenc03222@example.org,G000725,2023-02-17,36915.95,Cash,Student Success,Designation 05,Officer G
C04559,Cameron Irwin,Alumnus,2014.0,Chicago,MA,cameron.irwinc04559@example.org,G000726,2025-01-30,46.68,Cash,Arts,Designation 05,Officer B
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G000727,2023-02-05,59.44,Pledge Payment,Capital Renewal,Designation 11,Officer F
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000728,2022-05-13,551.89,Cash,Health Sciences,Designation 10,Officer G
C03941,Casey Jones,Alumnus,1996.0,Chicago,WA,casey.jonesc03941@example.org,G000729,2026-03-25,670.19,Cash,Capital Renewal,Designation 07,Officer H
C02854,Avery Brooks,Alumnus,1975.0,Miami,GA,avery.brooksc02854@example.org,G000730,2024-08-24,17575.14,Cash,Health Sciences,Designation 15,Officer G
C01617,Quinn Hayes,Parent,1981.0,Chicago,CO,quinn.hayesc01617@example.org,G000731,2025-01-21,140.39,Pledge Payment,Scholarships,Designation 05,Officer E
C03314,Riley Hayes,Alumnus,1985.0,Seattle,WA,riley.hayesc03314@example.org,G000732,2025-03-09,1867.55,Cash,Student Success,Designation 10,Officer F
C03968,Quinn Jones,Friend,1999.0,Atlanta,CO,quinn.jonesc03968@example.org,G000733,2022-01-27,132.42,Cash,Library,Designation 10,Officer F
C03931,Avery Foster,Alumnus,1995.0,New York,CO,avery.fosterc03931@example.org,G000734,2022-04-25,321.82,Stock,Health Sciences,Designation 01,Officer B
C00821,Reese Brooks,Parent,1987.0,Boston,MA,reese.brooksc00821@example.org,G000735,2024-06-30,149.83,Pledge Payment,Health Sciences,Designation 02,Officer F
C03695,Jordan Diaz,Alumnus,1985.0,Dallas,IL,jordan.diazc03695@example.org,G000736,2022-10-03,1260.36,Cash,Unrestricted,Designation 11,Officer E
C03253,Skyler Jones,Alumnus,1987.0,Seattle,NY,skyler.jonesc03253@example.org,G000737,2023-10-23,388.4,Matching Gift,Annual Fund,Designation 02,Officer H
C01435,Skyler Brooks,Alumnus,2008.0,Dallas,WA,skyler.brooksc01435@example.org,G000738,2022-07-18,56.11,Cash,Annual Fund,Designation 09,Officer G
C01982,Casey Green,Alumnus,1961.0,Seattle,TX,casey.greenc01982@example.org,G000739,2021-12-25,1262.54,Cash,Capital Renewal,Designation 08,Officer E
C04421,Cameron Irwin,Alumnus,1996.0,New York,IL,cameron.irwinc04421@example.org,G000740,2024-02-10,459.6,Pledge Payment,Athletics,Designation 09,Officer G
C03924,Cameron Diaz,Alumnus,1978.0,Atlanta,FL,cameron.diazc03924@example.org,G000741,2022-01-27,701.3,Pledge Payment,Unrestricted,Designation 04,Officer F
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000742,2025-10-12,859.91,Cash,Athletics,Designation 02,Officer A
C04468,Casey Brooks,Alumnus,1955.0,New York,IL,casey.brooksc04468@example.org,G000743,2026-04-29,749.52,Cash,Arts,Designation 03,Officer F
C01644,Quinn Diaz,Friend,2011.0,Dallas,WA,quinn.diazc01644@example.org,G000744,2021-12-22,123.35,Pledge Payment,Research,Designation 12,Officer A
C02985,Cameron Adams,Parent,2012.0,Atlanta,TX,cameron.adamsc02985@example.org,G000745,2024-01-31,280.15,Pledge Payment,Capital Renewal,Designation 01,Officer A
C01557,Taylor Carter,Alumnus,1981.0,Atlanta,CO,taylor.carterc01557@example.org,G000746,2022-10-04,1595.46,Pledge Payment,Student Success,Designation 05,Officer A
C02250,Quinn Adams,Alumnus,2016.0,Atlanta,NY,quinn.adamsc02250@example.org,G000747,2022-02-06,321.99,Pledge Payment,Arts,Designation 03,Officer F
C03992,Taylor Ellis,Alumnus,1962.0,Atlanta,GA,taylor.ellisc03992@example.org,G000748,2023-12-17,260.83,Cash,Health Sciences,Designation 03,Officer B
C04421,Cameron Irwin,Alumnus,1996.0,New York,IL,cameron.irwinc04421@example.org,G000749,2021-09-04,2518.63,Cash,Student Success,Designation 13,Officer C
C02623,Reese Adams,Alumnus,2020.0,New York,MA,reese.adamsc02623@example.org,G000750,2023-09-15,564.13,Cash,Annual Fund,Designation 09,Officer H
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G000751,2022-10-17,77.95,Pledge Payment,Capital Renewal,Designation 11,Officer C
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000752,2025-03-13,5072.21,Cash,Unrestricted,Designation 14,Officer B
C01867,Taylor Green,Alumnus,1982.0,Chicago,FL,taylor.greenc01867@example.org,G000753,2024-05-04,249.68,Pledge Payment,Research,Designation 13,Officer C
C03083,Skyler Carter,Friend,1976.0,Atlanta,NY,skyler.carterc03083@example.org,G000754,2024-04-30,1446.33,Cash,Library,Designation 06,Officer G
C01910,Avery Hayes,Parent,1985.0,Seattle,IL,avery.hayesc01910@example.org,G000755,2026-04-13,2508.13,Pledge Payment,Annual Fund,Designation 04,Officer G
C03403,Skyler Hayes,Alumnus,1981.0,Miami,NY,skyler.hayesc03403@example.org,G000756,2024-11-10,1469.23,Pledge Payment,Library,Designation 06,Officer C
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000757,2025-07-19,132.45,Stock,Library,Designation 11,Officer H
C03263,Quinn Adams,Alumnus,2012.0,Denver,WA,quinn.adamsc03263@example.org,G000758,2021-12-15,259.77,Cash,Research,Designation 09,Officer H
C00905,Quinn Jones,Alumnus,1977.0,Boston,WA,quinn.jonesc00905@example.org,G000759,2026-04-05,188.03,Cash,Athletics,Designation 08,Officer G
C02267,Reese Ellis,Alumnus,1979.0,Atlanta,NY,reese.ellisc02267@example.org,G000760,2022-06-14,344.88,Pledge Payment,Library,Designation 06,Officer D
C01717,Cameron Diaz,Alumnus,2015.0,Chicago,TX,cameron.diazc01717@example.org,G000761,2025-06-05,861.58,Cash,Library,Designation 03,Officer F
C00063,Jordan Green,Friend,1978.0,New York,NY,jordan.greenc00063@example.org,G000762,2024-04-06,302.5,Cash,Unrestricted,Designation 04,Officer D
C03171,Casey Hayes,Alumnus,2017.0,Denver,NY,casey.hayesc03171@example.org,G000763,2022-12-25,273.16,Cash,Unrestricted,Designation 10,Officer H
C01681,Riley Carter,Alumnus,1998.0,Boston,GA,riley.carterc01681@example.org,G000764,2025-09-09,324.5,Cash,Library,Designation 14,Officer D
C00285,Jordan Foster,Alumnus,2005.0,Denver,NY,jordan.fosterc00285@example.org,G000765,2023-02-19,498.96,Cash,Arts,Designation 13,Officer A
C01714,Taylor Hayes,Organization,2003.0,Atlanta,TX,taylor.hayesc01714@example.org,G000766,2026-02-16,3865.64,Cash,Student Success,Designation 08,Officer F
C03580,Morgan Diaz,Alumnus,1986.0,Seattle,IL,morgan.diazc03580@example.org,G000767,2025-07-26,98.48,Cash,Arts,Designation 08,Officer H
